Term 1	Term 2	Term 3	Frequency of Trigram	Frequency of Context	Conditional Probability of Trigram
la	integral	creo	1	1	1.0
integral	creo	que	1	1	1.0
creo	que	está	1	2	0.5
que	está	mal	1	2	0.5
está	mal	xdd	1	1	1.0
mal	xdd	#	1	1	1.0
$	Serial	Experiments	1	1	1.0
Serial	Experiments	Lain	1	1	1.0
Experiments	Lain	#	1	1	1.0
$	NieR	:	1	1	1.0
NieR	:	Automata	1	1	1.0
:	Automata	Ver1.1a	1	1	1.0
Automata	Ver1.1a	#	1	1	1.0
$	AnaLuz230665	#	1	1	1.0
$	Telmex	#	1	1	1.0
$	Deja	checo	1	2	0.5
Deja	checo	#	1	1	1.0
$	NoOooO	#	1	1	1.0
$	De	la	1	1	1.0
De	la	verga	1	1	1.0
la	verga	#	1	1	1.0
$	2	de	1	3	0.3333333333333333
2	de	promedio	1	1	1.0
de	promedio	#	1	1	1.0
$	Nomás	aparece	1	1	1.0
Nomás	aparece	este	1	1	1.0
aparece	este	we	1	1	1.0
este	we	#	1	1	1.0
$	Haber	deja	1	2	0.5
Haber	deja	intento	1	1	1.0
deja	intento	con	1	1	1.0
intento	con	el	1	1	1.0
con	el	nombre	1	1	1.0
el	nombre	#	1	1	1.0
$	Es	bueno	1	3	0.3333333333333333
Es	bueno	#	1	1	1.0
$	Que	sus	1	8	0.125
Que	sus	clases	1	1	1.0
sus	clases	no	1	1	1.0
clases	no	duran	1	1	1.0
no	duran	mucho	1	1	1.0
duran	mucho	#	1	1	1.0
$	Échale	ganas	1	1	1.0
Échale	ganas	#	1	1	1.0
$	mijo	#	1	1	1.0
$	SMN	#	1	1	1.0
$	1ra	#	1	1	1.0
$	2	:	1	3	0.3333333333333333
2	:	es	1	1	1.0
:	es	la	1	1	1.0
es	la	4ta	1	1	1.0
la	4ta	#	1	2	0.5
$	respuesta	#	1	1	1.0
$	tengo	mis	1	1	1.0
tengo	mis	dudas	1	1	1.0
mis	dudas	que	1	1	1.0
dudas	que	sea	1	1	1.0
que	sea	la	1	1	1.0
sea	la	4ta	1	1	1.0
la	4ta	o	1	2	0.5
4ta	o	3ra	1	1	1.0
o	3ra	#	1	1	1.0
$	Lo	vi	1	2	0.5
Lo	vi	en	1	1	1.0
vi	en	otro	1	1	1.0
en	otro	grupo	1	1	1.0
otro	grupo	.	1	1	1.0
grupo	.	#	1	1	1.0
$	A	quien	1	7	0.14285714285714285
A	quien	le	1	1	1.0
quien	le	interese	1	1	1.0
le	interese	.	1	1	1.0
interese	.	#	1	1	1.0
$	☝	️	1	1	1.0
☝	️	🤓	1	1	1.0
️	🤓	#	1	1	1.0
$	fgagsagha	#	1	1	1.0
Online	courses	and	1	3	0.3333333333333333
courses	and	traditional	1	1	1.0
and	traditional	courses	1	1	1.0
traditional	courses	both	1	5	0.2
courses	both	have	1	1	1.0
both	have	their	1	1	1.0
have	their	own	1	1	1.0
their	own	advantages	1	2	0.5
own	advantages	and	1	1	1.0
advantages	and	disadvantages	1	1	1.0
and	disadvantages	,	1	1	1.0
disadvantages	,	#	1	1	1.0
$	and	the	1	1	1.0
and	the	choice	1	1	1.0
the	choice	between	1	1	1.0
choice	between	them	1	1	1.0
between	them	largely	1	1	1.0
them	largely	depends	1	1	1.0
largely	depends	on	1	1	1.0
depends	on	individual	1	1	1.0
on	individual	preferences	1	1	1.0
individual	preferences	and	1	1	1.0
preferences	and	circumstances	1	1	1.0
and	circumstances	.	1	1	1.0
circumstances	.	#	1	1	1.0
Online	courses	,	1	3	0.3333333333333333
courses	,	on	1	4	0.25
,	on	the	1	1	1.0
on	the	other	1	1	1.0
the	other	hand	1	1	1.0
other	hand	,	1	1	1.0
hand	,	offer	1	1	1.0
,	offer	the	1	1	1.0
offer	the	flexibility	1	1	1.0
the	flexibility	to	1	1	1.0
flexibility	to	study	1	1	1.0
to	study	from	1	1	1.0
study	from	anywhere	1	1	1.0
from	anywhere	at	1	1	1.0
anywhere	at	any	1	1	1.0
at	any	time	1	1	1.0
any	time	,	1	1	1.0
time	,	as	1	1	1.0
,	as	long	1	1	1.0
as	long	as	1	1	1.0
long	as	there	1	1	1.0
as	there	is	1	1	1.0
there	is	an	1	1	1.0
is	an	internet	1	1	1.0
an	internet	connection	1	1	1.0
internet	connection	.	1	1	1.0
connection	.	#	1	1	1.0
$	This	kind	1	1	1.0
This	kind	of	1	1	1.0
kind	of	learning	1	1	1.0
of	learning	experience	1	1	1.0
learning	experience	can	1	1	1.0
experience	can	be	1	1	1.0
can	be	beneficial	1	3	0.3333333333333333
be	beneficial	for	1	1	1.0
beneficial	for	students	1	1	1.0
for	students	who	1	2	0.5
students	who	are	1	1	1.0
who	are	self-motivated	1	1	1.0
are	self-motivated	,	1	1	1.0
self-motivated	,	prefer	1	1	1.0
,	prefer	to	1	1	1.0
prefer	to	learn	1	1	1.0
to	learn	at	1	1	1.0
learn	at	their	1	1	1.0
at	their	own	1	1	1.0
their	own	pace	1	2	0.5
own	pace	,	1	1	1.0
pace	,	and	1	1	1.0
,	and	have	1	5	0.2
and	have	other	1	1	1.0
have	other	commitments	1	1	1.0
other	commitments	such	1	1	1.0
commitments	such	as	1	1	1.0
such	as	work	1	3	0.3333333333333333
as	work	or	1	1	1.0
work	or	family	1	1	1.0
or	family	that	1	1	1.0
family	that	prevent	1	1	1.0
that	prevent	them	1	1	1.0
prevent	them	from	1	1	1.0
them	from	attending	1	1	1.0
from	attending	traditional	1	1	1.0
attending	traditional	classes	1	1	1.0
traditional	classes	.	1	1	1.0
classes	.	#	1	1	1.0
Online	courses	also	1	3	0.3333333333333333
courses	also	often	1	1	1.0
also	often	have	1	1	1.0
often	have	a	1	1	1.0
have	a	wider	1	1	1.0
a	wider	range	1	1	1.0
wider	range	of	1	1	1.0
range	of	course	1	1	1.0
of	course	offerings	1	1	1.0
course	offerings	and	1	1	1.0
offerings	and	can	1	1	1.0
and	can	be	1	1	1.0
can	be	more	1	3	0.3333333333333333
be	more	cost-effective	1	1	1.0
more	cost-effective	than	1	1	1.0
cost-effective	than	traditional	1	1	1.0
than	traditional	courses	1	1	1.0
traditional	courses	.	1	5	0.2
courses	.	#	1	1	1.0
$	dasdsa	#	1	1	1.0
$	Bicycles	can	1	1	1.0
Bicycles	can	be	1	1	1.0
can	be	a	1	3	0.3333333333333333
be	a	convenient	1	1	1.0
a	convenient	and	1	1	1.0
convenient	and	eco-friendly	1	1	1.0
and	eco-friendly	mode	1	1	1.0
eco-friendly	mode	of	1	1	1.0
mode	of	transportation	1	1	1.0
of	transportation	for	1	1	1.0
transportation	for	students	1	1	1.0
for	students	,	1	2	0.5
students	,	faculty	1	1	1.0
,	faculty	,	1	1	1.0
faculty	,	and	1	1	1.0
,	and	staff	1	5	0.2
and	staff	.	1	1	1.0
staff	.	#	1	1	1.0
$	Banning	bicycles	1	1	1.0
Banning	bicycles	could	1	1	1.0
bicycles	could	lead	1	1	1.0
could	lead	to	1	1	1.0
lead	to	increased	1	1	1.0
to	increased	traffic	1	1	1.0
increased	traffic	congestion	1	1	1.0
traffic	congestion	on	1	1	1.0
congestion	on	campus	1	1	1.0
on	campus	roads	1	2	0.5
campus	roads	,	1	1	1.0
roads	,	which	1	1	1.0
,	which	can	1	1	1.0
which	can	also	1	1	1.0
can	also	create	1	2	0.5
also	create	safety	1	1	1.0
create	safety	hazards	1	1	1.0
safety	hazards	for	1	1	1.0
hazards	for	pedestrians	1	1	1.0
for	pedestrians	.	1	1	1.0
pedestrians	.	#	1	1	1.0
$	It	can	1	1	1.0
It	can	also	1	1	1.0
can	also	limit	1	2	0.5
also	limit	the	1	1	1.0
limit	the	mobility	1	1	1.0
the	mobility	of	1	1	1.0
mobility	of	individuals	1	1	1.0
of	individuals	with	1	1	1.0
individuals	with	disabilities	1	1	1.0
with	disabilities	or	1	1	1.0
disabilities	or	those	1	1	1.0
or	those	who	1	1	1.0
those	who	may	1	1	1.0
who	may	have	1	1	1.0
may	have	difficulty	1	1	1.0
have	difficulty	walking	1	1	1.0
difficulty	walking	long	1	1	1.0
walking	long	distances	1	1	1.0
long	distances	.	1	1	1.0
distances	.	#	1	1	1.0
However	,	there	1	4	0.25
,	there	may	1	1	1.0
there	may	be	1	1	1.0
may	be	reasons	1	1	1.0
be	reasons	why	1	1	1.0
reasons	why	a	1	1	1.0
why	a	university	1	1	1.0
a	university	may	1	1	1.0
university	may	choose	1	1	1.0
may	choose	to	1	1	1.0
choose	to	prohibit	1	1	1.0
to	prohibit	bicycles	1	1	1.0
prohibit	bicycles	on	1	1	1.0
bicycles	on	campus	1	1	1.0
on	campus	.	1	2	0.5
campus	.	#	1	1	1.0
$	One	reason	1	1	1.0
One	reason	could	1	1	1.0
be	to	address	1	2	0.5
to	address	safety	1	1	1.0
address	safety	concerns	1	1	1.0
safety	concerns	,	1	1	1.0
concerns	,	such	1	1	1.0
such	as	accidents	1	3	0.3333333333333333
as	accidents	involving	1	1	1.0
accidents	involving	bicycles	1	1	1.0
involving	bicycles	and	1	1	1.0
bicycles	and	pedestrians	1	1	1.0
and	pedestrians	or	1	1	1.0
pedestrians	or	bicycle	1	1	1.0
or	bicycle	thefts	1	1	1.0
bicycle	thefts	.	1	1	1.0
thefts	.	#	1	1	1.0
$	Another	reason	1	1	1.0
Another	reason	could	1	1	1.0
be	to	reduce	1	2	0.5
to	reduce	the	1	1	1.0
reduce	the	environmental	1	1	1.0
the	environmental	impact	1	1	1.0
environmental	impact	of	1	1	1.0
impact	of	bicycles	1	1	1.0
of	bicycles	,	1	1	1.0
bicycles	,	such	1	1	1.0
such	as	excessive	1	3	0.3333333333333333
as	excessive	noise	1	1	1.0
excessive	noise	pollution	1	1	1.0
noise	pollution	or	1	1	1.0
pollution	or	damage	1	1	1.0
or	damage	to	1	1	1.0
damage	to	campus	1	1	1.0
to	campus	green	1	1	1.0
campus	green	spaces	1	1	1.0
green	spaces	.	1	1	1.0
spaces	.	#	1	1	1.0
$	adjgsjgjdas	#	1	1	1.0
$	repeat	xd	1	1	1.0
repeat	xd	#	1	1	1.0
$	""""	can	1	1	1.0
""""	can	you	1	1	1.0
can	you	repeat	1	1	1.0
you	repeat	the	1	1	1.0
repeat	the	audio	1	1	1.0
the	audio	""""	1	1	1.0
audio	""""	#	1	1	1.0
$	no	pau	1	2	0.5
no	pau	#	1	1	1.0
$	eso	no	1	2	0.5
eso	no	es	1	1	1.0
no	es	#	1	1	1.0
$	weno	#	1	1	1.0
$	reading	#	1	1	1.0
$	2	.	1	3	0.3333333333333333
2	.	#	1	1	1.0
$	3	.	1	1	1.0
3	.	#	1	1	1.0
$	drama	movie	1	1	1.0
drama	movie	#	1	1	1.0
$	4	.	1	1	1.0
4	.	#	1	1	1.0
$	5	.	1	2	0.5
5	.	#	1	1	1.0
$	6	.	1	1	1.0
6	.	#	1	1	1.0
$	---	#	1	1	1.0
$	Bro	preguntale	1	3	0.3333333333333333
Bro	preguntale	a	1	1	1.0
preguntale	a	mama	1	1	1.0
a	mama	cuántas	1	3	0.3333333333333333
mama	cuántas	galletas	1	1	1.0
cuántas	galletas	y	1	1	1.0
galletas	y	cajas	1	1	1.0
y	cajas	de	1	1	1.0
cajas	de	té	1	1	1.0
de	té	quería	1	1	1.0
té	quería	#	1	1	1.0
$	Hola	,	1	1	1.0
Hola	,	buenas	1	1	1.0
,	buenas	tardes	1	1	1.0
buenas	tardes	.	1	1	1.0
tardes	.	#	1	1	1.0
$	Una	amiga	1	1	1.0
Una	amiga	que	1	1	1.0
amiga	que	está	1	1	1.0
que	está	en	1	2	0.5
está	en	ford	1	1	1.0
en	ford	me	1	1	1.0
ford	me	mandó	1	1	1.0
me	mandó	la	1	1	1.0
mandó	la	siguiente	1	1	1.0
la	siguiente	convocatoria	1	1	1.0
siguiente	convocatoria	.	1	1	1.0
convocatoria	.	#	1	1	1.0
$	Si	alguno	1	10	0.1
Si	alguno	cumple	1	1	1.0
alguno	cumple	con	1	1	1.0
cumple	con	los	1	1	1.0
con	los	requisitos	1	1	1.0
los	requisitos	y	1	1	1.0
requisitos	y	está	1	1	1.0
y	está	interesado	1	1	1.0
está	interesado	en	1	1	1.0
interesado	en	saber	1	1	1.0
en	saber	más	1	1	1.0
saber	más	no	1	1	1.0
más	no	duden	1	1	1.0
no	duden	en	1	1	1.0
duden	en	mandarle	1	1	1.0
en	mandarle	un	1	1	1.0
mandarle	un	correo	1	1	1.0
un	correo	a	1	1	1.0
correo	a	:	1	1	1.0
a	:	acasta30@ford.com	1	1	1.0
:	acasta30@ford.com	#	1	1	1.0
$	Avisarte	de	1	1	1.0
Avisarte	de	que	1	1	1.0
de	que	mi	1	2	0.5
que	mi	papá	1	1	1.0
mi	papá	ya	1	1	1.0
papá	ya	se	1	1	1.0
ya	se	durmio	1	1	1.0
se	durmio	#	1	1	1.0
$	Como	en	1	1	1.0
Como	en	cuanto	1	1	1.0
en	cuanto	llegas	1	1	1.0
cuanto	llegas	?	1	1	1.0
$	Mamo	#	1	1	1.0
$	El	metro	1	2	0.5
El	metro	#	1	1	1.0
$	Ando	varado	1	4	0.25
Ando	varado	en	1	1	1.0
varado	en	Rosario	1	1	1.0
en	Rosario	#	1	1	1.0
Ya	me	voy	1	3	0.3333333333333333
me	voy	caminando	1	1	1.0
voy	caminando	?	1	1	1.0
caminando	?	#	1	1	1.0
Yo	creo	que	1	2	0.5
creo	que	haré	1	2	0.5
que	haré	eso	1	1	1.0
haré	eso	#	1	1	1.0
$	Creo	que	1	1	1.0
Creo	que	tampoco	1	1	1.0
que	tampoco	jala	1	1	1.0
tampoco	jala	#	1	1	1.0
$	Ah	no	1	2	0.5
Ah	no	#	1	1	1.0
$	Ya	lao	1	26	0.038461538461538464
Ya	lao	#	1	1	1.0
$	Jalo	#	1	1	1.0
$	Voy	pa	1	4	0.25
Voy	pa	instituto	1	1	1.0
pa	instituto	#	1	1	1.0
$	Ya	llegue	1	26	0.038461538461538464
Ya	llegue	xd	1	1	1.0
llegue	xd	#	1	1	1.0
$	A	insti	1	7	0.14285714285714285
A	insti	#	1	1	1.0
$	Ya	le	1	26	0.038461538461538464
Ya	le	dije	1	1	1.0
le	dije	#	1	1	1.0
$	Que	me	1	8	0.125
Que	me	iba	1	1	1.0
me	iba	a	1	1	1.0
iba	a	encontrar	1	1	1.0
a	encontrar	contigo	1	1	1.0
encontrar	contigo	#	1	1	1.0
$	Oh	shit	1	1	1.0
Oh	shit	#	1	1	1.0
$	Me	regreso	1	7	0.14285714285714285
Me	regreso	solito	1	1	1.0
regreso	solito	?	1	1	1.0
solito	?	#	1	1	1.0
$	🥺	🥺	1	1	1.0
🥺	🥺	🥺	1	2	0.5
🥺	🥺	#	1	2	0.5
$	Bueno	#	1	2	0.5
$	Haber	que	1	2	0.5
Haber	que	hago	1	1	1.0
que	hago	#	1	1	1.0
$	Se	#	1	2	0.5
$	puede	#	1	1	1.0
$	:	'	1	4	0.25
:	'	#	1	2	0.5
$	A	un	1	7	0.14285714285714285
A	un	formulario	1	1	1.0
un	formulario	#	1	1	1.0
$	Y	el	1	7	0.14285714285714285
Y	el	examen	1	1	1.0
el	examen	pa	1	3	0.3333333333333333
examen	pa	?	1	1	1.0
pa	?	#	1	1	1.0
$	Ontas	#	1	1	1.0
$	Smn	🥺	1	7	0.14285714285714285
Smn	🥺	#	1	1	1.0
$	Kpaso	#	1	1	1.0
$	Subio	2	1	1	1.0
Subio	2	#	1	1	1.0
$	asignaciones	#	1	1	1.0
$	Pal	17	1	1	1.0
Pal	17	nov	1	1	1.0
17	nov	#	1	1	1.0
$	See	#	1	1	1.0
$	Que	más	1	8	0.125
Que	más	reviso	1	1	1.0
más	reviso	?	1	1	1.0
reviso	?	#	1	1	1.0
$	Yupi	#	1	1	1.0
$	Dale	Ctr+f	1	1	1.0
Dale	Ctr+f	y	1	1	1.0
Ctr+f	y	busca	1	1	1.0
y	busca	rápido	1	1	1.0
busca	rápido	ajsjai	1	1	1.0
rápido	ajsjai	#	1	1	1.0
$	O	pásame	1	2	0.5
O	pásame	tu	1	1	1.0
pásame	tu	boleta	1	1	1.0
tu	boleta	#	1	1	1.0
$	Ve	checando	1	1	1.0
Ve	checando	como	1	1	1.0
checando	como	abrir	1	1	1.0
como	abrir	tu	1	1	1.0
abrir	tu	cuenta	1	1	1.0
tu	cuenta	BBVA	1	1	1.0
cuenta	BBVA	#	1	1	1.0
$	Ahí	dice	1	2	0.5
Ahí	dice	institucional	1	1	1.0
dice	institucional	xd	1	1	1.0
institucional	xd	#	1	1	1.0
$	Pero	en	1	6	0.16666666666666666
Pero	en	tu	1	1	1.0
en	tu	caso	1	1	1.0
tu	caso	,	1	1	1.0
caso	,	tienes	1	1	1.0
,	tienes	como	1	1	1.0
tienes	como	15	1	1	1.0
como	15	días	1	1	1.0
15	días	para	1	1	1.0
días	para	meter	1	1	1.0
para	meter	una	1	1	1.0
meter	una	cuenta	1	1	1.0
una	cuenta	a	1	1	1.0
cuenta	a	tu	1	1	1.0
a	tu	#	1	1	1.0
$	name	#	1	1	1.0
$	Azi	k	1	1	1.0
Azi	k	awas	1	1	1.0
k	awas	#	1	1	1.0
$	012	180	1	1	1.0
012	180	01539568870	1	1	1.0
180	01539568870	#	1	1	1.0
$	0	#	1	1	1.0
$	Bot	#	1	1	1.0
$	K	clase	1	1	1.0
K	clase	#	1	1	1.0
$	A	que	1	7	0.14285714285714285
A	que	correo	1	1	1.0
que	correo	#	1	1	1.0
$	Asunto	?	1	1	1.0
Asunto	?	#	1	1	1.0
$	seguro	¿	1	1	1.0
seguro	¿	#	1	1	1.0
$	asi	¿	1	1	1.0
asi	¿	#	1	1	1.0
$	lesto	#	1	1	1.0
$	le	digo	1	1	1.0
le	digo	a	1	1	1.0
digo	a	mama	1	1	1.0
a	mama	¿	1	3	0.3333333333333333
mama	¿	#	1	1	1.0
$	Nmms	se	1	4	0.25
Nmms	se	los	1	1	1.0
se	los	van	1	1	1.0
los	van	a	1	1	1.0
van	a	quitar	1	2	0.5
a	quitar	#	1	1	1.0
$	Le	vas	1	3	0.3333333333333333
Le	vas	a	1	1	1.0
vas	a	prestar	1	3	0.3333333333333333
a	prestar	dinero	1	1	1.0
prestar	dinero	?	1	1	1.0
dinero	?	#	1	1	1.0
$	Huh	#	1	1	1.0
$	Esta	bien	1	2	0.5
Esta	bien	jajaja	1	1	1.0
bien	jajaja	#	1	1	1.0
$	Si	falta	1	10	0.1
Si	falta	algo	1	1	1.0
falta	algo	te	1	1	1.0
algo	te	transfiero	1	1	1.0
te	transfiero	#	1	1	1.0
$	Con	cuidado	1	1	1.0
Con	cuidado	#	1	1	1.0
$	Smn	ya	1	7	0.14285714285714285
Smn	ya	la	1	1	1.0
ya	la	vi	1	1	1.0
la	vi	jajaja	1	1	1.0
vi	jajaja	#	1	1	1.0
$	Ya	vas	1	26	0.038461538461538464
Ya	vas	pa	1	1	1.0
vas	pa	casa	1	1	1.0
pa	casa	de	1	1	1.0
de	Kevin	?	1	2	0.5
Kevin	?	#	1	1	1.0
$	Pd	#	1	1	1.0
$	Vavava	#	1	1	1.0
$	Me	avisas	1	7	0.14285714285714285
Me	avisas	cuando	1	1	1.0
avisas	cuando	salgas	1	1	1.0
cuando	salgas	a	1	1	1.0
salgas	a	casa	1	1	1.0
a	casa	de	1	1	1.0
de	Kevin	#	1	2	0.5
$	Le	digo	1	3	0.3333333333333333
Le	digo	#	1	1	1.0
$	4152	3140	1	1	1.0
4152	3140	2910	1	1	1.0
3140	2910	3929	1	1	1.0
2910	3929	#	1	1	1.0
$	Tiene	desde	1	1	1.0
Tiene	desde	las	1	1	1.0
desde	las	3:15	1	1	1.0
las	3:15	que	1	1	1.0
3:15	que	entro	1	1	1.0
que	entro	#	1	1	1.0
$	Ghhh	#	1	1	1.0
$	Te	faltó	1	3	0.3333333333333333
Te	faltó	el	1	1	1.0
faltó	el	cambio	1	1	1.0
el	cambio	ghhh	1	1	1.0
cambio	ghhh	#	1	1	1.0
$	Recibido	msg	1	2	0.5
Recibido	msg	fuerte	1	1	1.0
msg	fuerte	y	1	1	1.0
fuerte	y	claro	1	1	1.0
$	En	30	1	4	0.25
En	30	min	1	1	1.0
30	min	#	1	1	1.0
$	Hgg	#	1	1	1.0
$	Andas	en	1	1	1.0
Andas	en	la	1	1	1.0
en	la	house	1	8	0.125
la	house	?	1	1	1.0
house	?	#	1	1	1.0
$	Oshit	#	1	1	1.0
Ya	ando	saliendo	1	3	0.3333333333333333
ando	saliendo	#	1	1	1.0
$	Ya	llegué	1	26	0.038461538461538464
Ya	llegué	#	1	1	1.0
$	Ya	salisteis	1	26	0.038461538461538464
Ya	salisteis	?	1	1	1.0
salisteis	?	#	1	1	1.0
$	Cuánto	se	1	1	1.0
Cuánto	se	tardan	1	1	1.0
se	tardan	?	1	1	1.0
tardan	?	#	1	1	1.0
$	Y	ahora	1	7	0.14285714285714285
Y	ahora	#	1	1	1.0
$	Recibido	comando	1	2	0.5
Recibido	comando	#	1	1	1.0
$	No	están	1	16	0.0625
No	están	mis	1	1	1.0
están	mis	jefes	1	1	1.0
mis	jefes	#	1	1	1.0
$	Salieron	#	1	1	1.0
No	me	dijeron	1	4	0.25
me	dijeron	#	1	1	1.0
$	Les	marcó	1	1	1.0
Les	marcó	?	1	1	1.0
marcó	?	#	1	1	1.0
$	Aki	ando	1	1	1.0
Aki	ando	jajaja	1	1	1.0
ando	jajaja	#	1	1	1.0
$	Jajaa	#	1	1	1.0
Ya	me	pasaron	1	3	0.3333333333333333
me	pasaron	el	1	1	1.0
pasaron	el	exámen	1	1	1.0
el	exámen	#	1	1	1.0
$	Pero	son	1	6	0.16666666666666666
Pero	son	2	1	1	1.0
son	2	tipos	1	1	1.0
2	tipos	entonces	1	1	1.0
tipos	entonces	no	1	1	1.0
entonces	no	se	1	1	1.0
no	se	si	1	1	1.0
se	si	hacer	1	1	1.0
si	hacer	los	1	1	1.0
hacer	los	2	1	1	1.0
los	2	#	1	1	1.0
$	Voy	#	1	4	0.25
$	Para	que	1	1	1.0
Para	que	?	1	1	1.0
$	Esa	la	1	2	0.5
Esa	la	puedo	1	1	1.0
la	puedo	sacar	1	1	1.0
puedo	sacar	desde	1	1	1.0
sacar	desde	el	1	1	1.0
desde	el	saes	1	1	1.0
el	saes	#	1	1	1.0
$	Si	vamos	1	10	0.1
Si	vamos	a	1	1	1.0
vamos	a	ir	1	1	1.0
a	ir	a	1	1	1.0
ir	a	donar	1	1	1.0
a	donar	?	1	1	1.0
donar	?	#	1	1	1.0
$	Puedes	imprimir	1	2	0.5
Puedes	imprimir	mi	1	1	1.0
imprimir	mi	comprobante	1	1	1.0
mi	comprobante	?	1	1	1.0
comprobante	?	#	1	1	1.0
$	Yo	la	1	4	0.25
Yo	la	tengo	1	1	1.0
la	tengo	#	1	1	1.0
$	Te	veo	1	3	0.3333333333333333
Te	veo	en	1	1	1.0
veo	en	la	1	1	1.0
en	la	raza	1	8	0.125
la	raza	de	1	1	1.0
raza	de	color	1	1	1.0
de	color	verde	1	1	1.0
color	verde	o	1	1	1.0
verde	o	amarillo	1	1	1.0
o	amarillo	?	1	1	1.0
amarillo	?	#	1	1	1.0
$	En	20	1	4	0.25
En	20	#	1	1	1.0
$	Que	paso	1	8	0.125
Que	paso	#	1	1	1.0
$	Ando	en	1	4	0.25
Ando	en	el	1	1	1.0
en	el	transborde	1	4	0.25
el	transborde	#	1	1	1.0
$	Deja	lo	1	2	0.5
Deja	lo	cruzo	1	1	1.0
lo	cruzo	#	1	1	1.0
$	Están	en	1	1	1.0
Están	en	dirección	1	1	1.0
en	dirección	indios	1	1	1.0
dirección	indios	verdes	1	1	1.0
indios	verdes	?	1	1	1.0
verdes	?	#	1	1	1.0
$	No	los	1	16	0.0625
No	los	veo	1	1	1.0
los	veo	#	1	1	1.0
$	Estas	afuera	1	2	0.5
Estas	afuera	?	1	1	1.0
afuera	?	#	1	1	1.0
$	Si	salgo	1	10	0.1
Si	salgo	antes	1	1	1.0
salgo	antes	les	1	1	1.0
antes	les	aviso	1	1	1.0
les	aviso	#	1	1	1.0
$	Salí	del	1	1	1.0
Salí	del	examen	1	1	1.0
del	examen	#	1	1	1.0
$	Ahorita	voy	1	2	0.5
Ahorita	voy	a	1	1	1.0
voy	a	ver	1	2	0.5
a	ver	a	1	2	0.5
ver	a	mi	1	1	1.0
a	mi	profa	1	2	0.5
mi	profa	de	1	1	1.0
profa	de	la	1	1	1.0
de	la	1:30	1	3	0.3333333333333333
la	1:30	pa	1	1	1.0
1:30	pa	ver	1	1	1.0
pa	ver	si	1	1	1.0
ver	si	me	1	1	1.0
si	me	deja	1	1	1.0
me	deja	salir	1	1	1.0
deja	salir	antes	1	1	1.0
salir	antes	#	1	1	1.0
$	Sigo	en	1	1	1.0
Sigo	en	la	1	1	1.0
No	me	dieron	1	4	0.25
me	dieron	permiso	1	1	1.0
dieron	permiso	#	1	1	1.0
$	Llegó	normal	1	1	1.0
Llegó	normal	#	1	1	1.0
$	La	estoy	1	2	0.5
La	estoy	buscando	1	1	1.0
estoy	buscando	#	1	1	1.0
$	Ahi	tienes	1	1	1.0
Ahi	tienes	papu	1	1	1.0
tienes	papu	#	1	1	1.0
$	Avisa	cuando	1	1	1.0
Avisa	cuando	salgan	1	1	1.0
cuando	salgan	papu	1	1	1.0
salgan	papu	#	1	1	1.0
$	No	ha	1	16	0.0625
No	ha	entrado	1	1	1.0
ha	entrado	mom	1	1	1.0
entrado	mom	?	1	1	1.0
mom	?	#	1	1	1.0
$	Ya	lo	1	26	0.038461538461538464
Ya	lo	tenía	1	1	1.0
lo	tenía	en	1	1	1.0
tenía	en	el	1	1	1.0
en	el	casco	1	4	0.25
el	casco	#	1	1	1.0
$	Lo	van	1	2	0.5
Lo	van	a	1	1	1.0
van	a	meter	1	2	0.5
a	meter	a	1	1	1.0
meter	a	Zacatenco	1	1	1.0
a	Zacatenco	ahora	1	1	1.0
Zacatenco	ahora	#	1	1	1.0
$	Pero	aún	1	6	0.16666666666666666
Pero	aún	así	1	1	1.0
aún	así	siguen	1	1	1.0
así	siguen	cobrando	1	1	1.0
siguen	cobrando	el	1	1	1.0
cobrando	el	examen	1	1	1.0
el	examen	a	1	3	0.3333333333333333
examen	a	nosotros	1	1	1.0
a	nosotros	#	1	1	1.0
$	Pero	estaba	1	6	0.16666666666666666
Pero	estaba	más	1	1	1.0
estaba	más	chido	1	1	1.0
más	chido	el	1	1	1.0
chido	el	cambrige	1	1	1.0
el	cambrige	#	1	1	1.0
$	Not	working	1	1	1.0
Not	working	#	1	1	1.0
$	Mis	jefes	1	2	0.5
Mis	jefes	aún	1	1	1.0
jefes	aún	no	1	1	1.0
aún	no	llegan	1	1	1.0
no	llegan	xd	1	1	1.0
llegan	xd	#	1	1	1.0
$	Beno	#	1	1	1.0
$	Que	ya	1	8	0.125
Que	ya	vienen	1	1	1.0
ya	vienen	llegando	1	1	1.0
vienen	llegando	#	1	1	1.0
$	Le	dices	1	3	0.3333333333333333
Le	dices	a	1	1	1.0
dices	a	mamá	1	1	1.0
mamá	que	ya	1	2	0.5
que	ya	llegué	1	1	1.0
ya	llegué	cuando	1	1	1.0
llegué	cuando	puedas	1	1	1.0
cuando	puedas	#	1	1	1.0
$	Que	tal	1	8	0.125
Que	tal	salió	1	1	1.0
tal	salió	?	1	1	1.0
salió	?	#	1	1	1.0
$	Awebo	#	1	1	1.0
No	hay	otro	1	3	0.3333333333333333
hay	otro	bro	1	1	1.0
otro	bro	#	1	1	1.0
$	Esta	muy	1	2	0.5
Esta	muy	bien	1	1	1.0
muy	bien	#	1	1	1.0
No	vas	#	1	2	0.5
$	los	sabados	1	1	1.0
los	sabados	#	1	1	1.0
$	Y	te	1	7	0.14285714285714285
Y	te	da	1	1	1.0
